delta,snum,s_topic,description,document_url,s_creator_user_id,s_code_language,env_kind,s_content_type,code_url,code_identifier,product_url,product_image_url,is_runnable,is_deployable,is_docker,s_updated_yyyy,s_updated_mm,updated_day,yyyy_mm_dd
-,Rb-cl13,Cloud,"Talks about the benefits to switching to cloud, and the different services available case scenarios.",http://www.redbooks.ibm.com/abstracts/redp4912.html?Open,10115,js,nodejs:122,PDF,http://www.redbooks.ibm.com/abstracts/redp4912.html?Open,IBM SmartCloud: Becoming a Cloud Service Provider,,,,,,2017,6,27,2017_06_143
-,Rb-cl14,Cloud,Only talks briefly about PaaS from IBM's perspective,http://www.redbooks.ibm.com/abstracts/redp5041.html?Open,10116,js,nodejs:123,PDF,http://www.redbooks.ibm.com/abstracts/redp5041.html?Open,Platform-as-a-Service: An IBM Perspective,,,,,,2017,6,27,2017_06_144
-,Rb-cl15,Cloud,Could be used for Cloudant course later on,http://www.redbooks.ibm.com/abstracts/redp5126.html?Open,10117,js,nodejs:124,PDF,http://www.redbooks.ibm.com/abstracts/redp5126.html?Open,IBM Cloudant:  Database as a Service Fundamentals,,,,,,2017,6,27,2017_06_145
-,Rb-cl16,Cloud,Unit 1.1.1 has content on cloud services,http://www.redbooks.ibm.com/abstracts/sg248019.html?Open,10118,js,nodejs:125,PDF,http://www.redbooks.ibm.com/abstracts/sg248019.html?Open,Virtualized Business Intelligence with InfoSphere Warehouse,,,,,,2017,6,27,2017_06_146
-,Rb-cl17,Cloud,Explains the 3 cloud services and open standards,http://www.redbooks.ibm.com/abstracts/sg248324.html?Open,10119,js,nodejs:126,PDF,http://www.redbooks.ibm.com/abstracts/sg248324.html?Open,Creating IBM z/OS Cloud Services,,,,,,2017,6,27,2017_06_147
-,Rb-cl18,Cloud,Talks about DBaaS,http://www.redbooks.ibm.com/abstracts/tips1187.html?Open,10120,js,nodejs:127,PDF,http://www.redbooks.ibm.com/abstracts/tips1187.html?Open,IBM Cloudant: The Do-More NoSQL Data Layer,,,,,,2017,6,27,2017_06_148
-,Dw-Cl7,Cloud,Compares Cloud and Desktop Applications,https://www.ibm.com/developerworks/cloud/library/cl-cloudordesktop/index.html,10121,js,nodejs:128,PDF,https://www.ibm.com/developerworks/cloud/library/cl-cloudordesktop/index.html,Cloud or desktop? Compare and contrast applications,,,,,,2017,6,27,2017_06_149
-,Rb-cl19,Cloud,Talks more about application integration than cloud applications.,http://www.redbooks.ibm.com/abstracts/redp4674.html?Open,10122,js,nodejs:129,PDF,http://www.redbooks.ibm.com/abstracts/redp4674.html?Open,Connect Cloud and On-premise Applications Using IBM WebSphere Cast Iron Integration,,,,,,2017,6,27,2017_06_150
-,Dw-Cl8,Cloud,On cloud and blumix,https://developer.ibm.com/courses/all/cloud-application-developer-certification-preparation-v2/,10123,js,nodejs:130,Developerworks couse + Labs,https://developer.ibm.com/courses/all/cloud-application-developer-certification-preparation-v2/,Cloud application developer certification preparation,,,,,,2017,6,27,2017_06_151
-,Rb-cl20,Cloud,Good content on microservices,http://www.redbooks.ibm.com/abstracts/sg248358.html?Open,10124,js,nodejs:131,PDF,http://www.redbooks.ibm.com/abstracts/sg248358.html?Open,Evolve the Monolith to Microservices with Java and Node,,,,,,2017,6,27,2017_06_152
-,Rb-cl21,Cloud,Section 1.4.2 talks about bluemix and how It's related to openstck,http://www.redbooks.ibm.com/abstracts/redp5352.html?Open,10125,js,nodejs:132,PDF,http://www.redbooks.ibm.com/abstracts/redp5352.html?Open,Automated Application Delivery with OpenStack Heat Patterns,,,,,,2017,6,27,2017_06_153
-,Rb-cl22,Cloud,"There is a very small section on bluemix, the rest talks about WAS on Cloud and how it works",http://www.redbooks.ibm.com/abstracts/redp5360.html?Open,10126,js,nodejs:133,PDF,http://www.redbooks.ibm.com/abstracts/redp5360.html?Open,Reduce Costs and Speed Your Digital Transformation with IBM WebSphere Application Server on Cloud,,,,,,2017,6,27,2017_06_154
-,Rb-cl23,Cloud,Section 8.1 has a Bluemix overview and how it works.,http://www.redbooks.ibm.com/abstracts/sg248242.html?Open,10127,js,nodejs:134,PDF,http://www.redbooks.ibm.com/abstracts/sg248242.html?Open,Cloud Security Guidelines for IBM Power Systems,,,,,,2017,6,27,2017_06_155
-,Rb-cl24,Cloud,Talks about microservices ,http://www.redbooks.ibm.com/abstracts/sg248358.html?Open,10128,js,nodejs:135,PDF,http://www.redbooks.ibm.com/abstracts/sg248358.html?Open,Evolve the Monolith to Microservices with Java and Node,,,,,,2017,6,27,2017_06_156
-,Rb-cl25,Cloud,Bluemix course that we deliver as part of the skills academy already,http://www.redbooks.ibm.com/abstracts/sg248374.html?Open,10129,js,nodejs:136,PDF,http://www.redbooks.ibm.com/abstracts/sg248374.html?Open,Essentials of Cloud Application Development on IBM Bluemix,,,,,,2017,6,27,2017_06_157
-,Rb-cl26,Cloud,Bluemix introduction and architecture overview,http://www.redbooks.ibm.com/abstracts/redp5181.html?Open,10130,js,nodejs:137,PDF,http://www.redbooks.ibm.com/abstracts/redp5181.html?Open,IBM Bluemix Architecture Series: Web Application Hosting on IBM Containers,,,,,,2017,6,27,2017_06_158
-,Rb-cl27,Cloud,Bluemix introduction and architecture overview,http://www.redbooks.ibm.com/abstracts/redp5184.html?Open,10131,js,nodejs:138,PDF,http://www.redbooks.ibm.com/abstracts/redp5184.html?Open,IBM Bluemix Architecture Series: Web Application Hosting on Java Liberty,,,,,,2017,6,27,2017_06_159
-,Rb-cl28,Cloud,"Good conent on Bluemix, services, and architecture",http://www.redbooks.ibm.com/abstracts/redp5242.html?Open,10132,js,nodejs:139,PDF,http://www.redbooks.ibm.com/abstracts/redp5242.html?Open,IBM Bluemix The Cloud Platform for Creating and Delivering Applications,,,,,,2017,6,27,2017_06_160
-,Rb-cl29,Cloud,Very marketing like,http://www.redbooks.ibm.com/abstracts/redp5270.html?Open,10133,js,nodejs:140,PDF,http://www.redbooks.ibm.com/abstracts/redp5270.html?Open,Creating Hybrid Clouds with IBM Bluemix Integration Services,,,,,,2017,6,27,2017_06_161
-,Rb-cl30,Cloud,Gets too technical,http://www.redbooks.ibm.com/abstracts/redp5271.html?Open,10134,js,nodejs:141,PDF,http://www.redbooks.ibm.com/abstracts/redp5271.html?Open,Creating Applications in Bluemix Using the Microservices Approach,,,,,,2017,6,27,2017_06_162
-,Rb-cl31,Cloud,Talks about microservices ,http://www.redbooks.ibm.com/abstracts/sg248275.html?Open,10135,js,nodejs:142,PDF,http://www.redbooks.ibm.com/abstracts/sg248275.html?Open,Microservices from Theory to Practice: Creating Applications in IBM Bluemix Using the Microservices Approach,,,,,,2017,6,27,2017_06_163
-,Dw-Cl9,Cloud,"Can use the second heading ""What is Cloud Foundry?""",https://www.ibm.com/developerworks/cloud/library/cl-bluemixfoundry/index.html,10136,js,nodejs:143,HTML,https://www.ibm.com/developerworks/cloud/library/cl-bluemixfoundry/index.html,What is IBM Bluemix?,,,,,,2017,6,27,2017_06_164
-,Rb-cl32,Cloud,"Mentions what Cloud Foundry is, but we need more information",http://www.redbooks.ibm.com/abstracts/sg248374.html?Open,10137,js,nodejs:144,PDF,http://www.redbooks.ibm.com/abstracts/sg248374.html?Open,Essentials of Cloud Application Development on IBM Bluemix,,,,,,2017,6,27,2017_06_165
-,Rb-cl33,Cloud,"Mentions Cloud Foundry throughout, but no thorough explanation",http://www.redbooks.ibm.com/abstracts/tips1280.html?Open,10138,js,nodejs:145,PDF,http://www.redbooks.ibm.com/abstracts/tips1280.html?Open,Getting Started with IBM Bluemix: Web Application Hosting Scenario on Java Liberty ,,,,,,2017,6,27,2017_06_166
-,Dw-Cl10,Cloud,Explains Devops in detail,https://www.ibm.com/developerworks/community/files/basic/anonymous/api/library/36ed35f5-2b62-4317-95eb-8cb3fdcfc10f/document/a1dd6f61-8e49-4aa0-813c-5512fee8f7d3/media,10139,js,nodejs:146,PDF,https://www.ibm.com/developerworks/community/files/basic/anonymous/api/library/36ed35f5-2b62-4317-95eb-8cb3fdcfc10f/document/a1dd6f61-8e49-4aa0-813c-5512fee8f7d3/media,DevOps for Dummies,,,,,,2017,6,27,2017_06_167
-,Dw-Cl11,Cloud,Hands on - DevOps Services,https://www.ibm.com/developerworks/library/d-bluemix-devops-services-project/index.html,10140,js,nodejs:147,HTML,https://www.ibm.com/developerworks/library/d-bluemix-devops-services-project/index.html,Develop apps in the cloud with DevOps Services,,,,,,2017,6,27,2017_06_168
-,Rb-cl34,Cloud,Very short description of DevOps,http://www.redbooks.ibm.com/abstracts/redp5041.html?Open,10141,js,nodejs:148,PDF,http://www.redbooks.ibm.com/abstracts/redp5041.html?Open,Platform-as-a-Service: An IBM Perspective,,,,,,2017,6,27,2017_06_169
-,Rb-cl35,Cloud,Mentions DevOps but doesn't thoroughly explain what it is,http://www.redbooks.ibm.com/abstracts/redp5179.html?Open,10142,js,nodejs:149,PDF,http://www.redbooks.ibm.com/abstracts/redp5179.html?Open,Cloud Computing Simplified: The Thoughts On Cloud Way,,,,,,2017,6,27,2017_06_170
-,Rb-cl36,Cloud,Explains what DevOps is and gives benefits,http://www.redbooks.ibm.com/abstracts/redp5269.html?Open,10143,js,nodejs:150,PDF,http://www.redbooks.ibm.com/abstracts/redp5269.html?Open,Liberty in a DevOps Continuous Delivery Environment,,,,,,2017,6,27,2017_06_171
-,Rb-cl37,Cloud,Explains what DevOps is and why you should use it,http://www.redbooks.ibm.com/abstracts/sg248275.html?Open,10144,js,nodejs:151,PDF,http://www.redbooks.ibm.com/abstracts/sg248275.html?Open,Microservices from Theory to Practice: Creating Applications in IBM Bluemix Using the Microservices Approach,,,,,,2017,6,27,2017_06_172
-,Rb-cl38,Cloud,Defines DevOps and it's architecture,http://www.redbooks.ibm.com/abstracts/sg248286.html?Open,10145,js,nodejs:152,PDF,http://www.redbooks.ibm.com/abstracts/sg248286.html?Open,"Using Liberty for DevOps, Continuous Delivery, and Deployment",,,,,,2017,6,27,2017_06_173
-,Rb-cl39,Cloud,Outlines the benefits of DevOps,http://www.redbooks.ibm.com/abstracts/sg248339.html?Open,10146,js,nodejs:153,PDF,http://www.redbooks.ibm.com/abstracts/sg248339.html?Open,CICS and DevOps: What You Need to Know,,,,,,2017,6,27,2017_06_174
-,Rb-cl40,Cloud,What's DevOps and some case examples,http://www.redbooks.ibm.com/abstracts/sg248358.html?Open,10147,js,nodejs:154,PDF,http://www.redbooks.ibm.com/abstracts/sg248358.html?Open,Evolve the Monolith to Microservices with Java and Node,,,,,,2017,6,27,2017_06_175
-,Rb-cl41,Cloud,Defines DevOps and gives examples.,http://www.redbooks.ibm.com/abstracts/sg248374.html?Open,10148,js,nodejs:155,PDF,http://www.redbooks.ibm.com/abstracts/sg248374.html?Open,Essentials of Cloud Application Development on IBM Bluemix,,,,,,2017,6,27,2017_06_176
-,Dw-Cl12,Cloud,Explains what the deployment models are and how to choose them,https://www.ibm.com/developerworks/cloud/library/cl-best-practices-deploying-apps-in-cloud/index.html,10149,js,nodejs:156,PDF,https://www.ibm.com/developerworks/cloud/library/cl-best-practices-deploying-apps-in-cloud/index.html,Best practices for deploying your apps in the cloud,,,,,,2017,6,27,2017_06_177
-,Dw-Cl13,Cloud,Testing in an efficient manner,https://www.ibm.com/developerworks/community/blogs/invisiblethread/entry/How_to_do_more_timely_and_easy_performance_testing_cloud?lang=en_vn,10150,js,nodejs:157,HTML ,https://www.ibm.com/developerworks/community/blogs/invisiblethread/entry/How_to_do_more_timely_and_easy_performance_testing_cloud?lang=en_vn,How to do more timely and easy performance testing: cloud,,,,,,2017,6,27,2017_06_178
-,Rb-Co1,Cognitive,Overview of Watson services and solutions,https://www.youtube.com/playlist?list=PLnJzIOiv6cVTaS8k90R3T9AlS_kf5XWmX,10152,js,nodejs:159,PDF,https://www.youtube.com/playlist?list=PLnJzIOiv6cVTaS8k90R3T9AlS_kf5XWmX,Zero to Cognitive with IBM Distinguished Engineer Bob Dill,,,,,,2017,6,27,2017_06_180
-,Rb-Co2,Cognitive,Introduction to Watson and APIs/Services offered,http://www.redbooks.ibm.com/abstracts/sg248387.html?Open,10153,js,nodejs:160,PDF,http://www.redbooks.ibm.com/abstracts/sg248387.html?Open,Building Cognitive Applications with IBM Watson Services: Volume 1 Getting Started,,,,,,2017,6,27,2017_06_181
-,Rb-Co3,Cognitive,Case studies with Watson,http://www.redbooks.ibm.com/abstracts/redp5185.html?Open,10154,js,nodejs:161,PDF,http://www.redbooks.ibm.com/abstracts/redp5185.html?Open,Smart Grid Cyber Health Assessment in a Big Bad Data World,,,,,,2017,6,27,2017_06_182
-,Rb-Co4,Cognitive,How watson can help with serious games,http://www.redbooks.ibm.com/abstracts/redp5128.html?Open,10155,js,nodejs:162,PDF,http://www.redbooks.ibm.com/abstracts/redp5128.html?Open,Wargames Powered by IBM Watson: Multiplayer Real-Time Strategy in 4D,,,,,,2017,6,27,2017_06_183
-,Rb-Co5,Cognitive,Overview of AI and machine learning,http://www.redbooks.ibm.com/abstracts/redp4974.html?Open,10156,js,nodejs:163,PDF,http://www.redbooks.ibm.com/abstracts/redp4974.html?Open,Artificial Intelligence: Learning Through Interactions and Big Data,,,,,,2017,6,27,2017_06_184
-,Rb-Co6,Cognitive,Explains Watson in detail and why it is needed,http://www.redbooks.ibm.com/abstracts/redp4955.html?Open,10157,js,nodejs:164,PDF,http://www.redbooks.ibm.com/abstracts/redp4955.html?Open,The Era of Cognitive Systems: An Inside Look at IBM Watson and How it Works,,,,,,2017,6,27,2017_06_185
-,Rb-Co7,Cognitive,How Watson works in answering questions,http://www.redbooks.ibm.com/abstracts/redp4961.html?Open,10158,js,nodejs:165,PDF,http://www.redbooks.ibm.com/abstracts/redp4961.html?Open,Transforming the Way Organizations Think with Cognitive Systems,,,,,,2017,6,27,2017_06_186
-,Dw-Co1,Cognitive,What is watson ?,https://developer.ibm.com/watson/blog/2016/01/07/getting-started-with-watson/,10159,js,nodejs:166,HTML,https://developer.ibm.com/watson/blog/2016/01/07/getting-started-with-watson/,Getting Started with Watson,,,,,,2017,6,27,2017_06_187
-,Rb-Co8,Cognitive,Only has an exercise on IoT. No defition,http://www.redbooks.ibm.com/abstracts/sg248394.html?Open,10160,js,nodejs:167,PDF,http://www.redbooks.ibm.com/abstracts/sg248394.html?Open,Building Cognitive Applications with IBM Watson Services: Volume 2 Conversation,,,,,,2017,6,27,2017_06_188
-,Rb-Co9,Cognitive,Only has an advanced exercise on IoT. No defition,http://www.redbooks.ibm.com/abstracts/sg248281.html?Open,10161,js,nodejs:168,PDF,http://www.redbooks.ibm.com/abstracts/sg248281.html?Open,Hybrid Cloud Event Integration: Integrate Your Enterprise and Cloud with Bluemix Integration Services,,,,,,2017,6,27,2017_06_189
-,Rb-Co10,Cognitive,Definition and examples,http://www.redbooks.ibm.com/abstracts/sg248293.html?Open,10162,js,nodejs:169,PDF,http://www.redbooks.ibm.com/abstracts/sg248293.html?Open,Systems of Insight for Digital Transformation: Using IBM Operational Decision Manager Advanced and Predictive Analytics,,,,,,2017,6,27,2017_06_190
-,Rb-Co11,Cognitive,Brief explanation of IoT,http://www.redbooks.ibm.com/abstracts/redp5179.html?Open,10163,js,nodejs:170,PDF,http://www.redbooks.ibm.com/abstracts/redp5179.html?Open,Cloud Computing Simplified: The Thoughts On Cloud Way,,,,,,2017,6,27,2017_06_191
-,Rb-Co12,Cognitive,Good introduction to IoT with examples,http://www.redbooks.ibm.com/abstracts/redp4975.html?Open,10164,js,nodejs:171,PDF,http://www.redbooks.ibm.com/abstracts/redp4975.html?Open,The Interconnecting of Everything,,,,,,2017,6,27,2017_06_192
-,Rb-Co13,Cognitive,Explanation and use case scenario,http://www.redbooks.ibm.com/abstracts/sg248385.html?Open,10165,js,nodejs:172,PDF,http://www.redbooks.ibm.com/abstracts/sg248385.html?Open,"Cloud Object Storage as a Service: IBM Cloud Object Storage from Theory to Practice - For developers, IT architects and IT specialists",,,,,,2017,6,27,2017_06_193
-,Dw-Co2,Cognitive,Explains IOT,https://www.ibm.com/developerworks/community/files/basic/anonymous/api/library/58ffa024-61c5-447c-b28f-00bc287ee095/document/a9f0af7a-db6a-4d92-9f23-4cec52e2605f/media/Informix%20-%20The%20Intelligent%20Database%20for%20IoT.pdf,10166,js,nodejs:173,PDF,https://www.ibm.com/developerworks/community/files/basic/anonymous/api/library/58ffa024-61c5-447c-b28f-00bc287ee095/document/a9f0af7a-db6a-4d92-9f23-4cec52e2605f/media/Informix%20-%20The%20Intelligent%20Database%20for%20IoT.pdf,Informix – The Intelligent Database for IoT,,,,,,2017,6,27,2017_06_194
-,Dw-Co3,Cognitive,IOT Development basics,https://www.ibm.com/developerworks/library/iot-lp101-quick-start-guide-iot-developers/index.html,10167,js,nodejs:174,PDF,https://www.ibm.com/developerworks/library/iot-lp101-quick-start-guide-iot-developers/index.html,IoT 101: Getting started with IoT development,,,,,,2017,6,27,2017_06_195
-,Rb-Co14,Cognitive,Just an exercice for Natural Language Classifier,http://www.redbooks.ibm.com/abstracts/sg248391.html?Open,10168,js,nodejs:175,PDF,http://www.redbooks.ibm.com/abstracts/sg248391.html?Open,Building Cognitive Applications with IBM Watson Services: Volume 4 Natural Language Classifier,,,,,,2017,6,27,2017_06_196
-,Rb-Co15,Cognitive,Explains what NLU is with some exrcises,http://www.redbooks.ibm.com/abstracts/sg248398.html?Open,10169,js,nodejs:176,PDF,http://www.redbooks.ibm.com/abstracts/sg248398.html?Open,Building Cognitive Applications with IBM Watson Services: Volume 7 Natural Language Understanding,,,,,,2017,6,27,2017_06_197
-,Rb-Co16,Cognitive,Explains what NLU is with some exrcises,http://www.redbooks.ibm.com/abstracts/sg248398.html?Open,10170,js,nodejs:177,PDF,http://www.redbooks.ibm.com/abstracts/sg248398.html?Open,Building Cognitive Applications with IBM Watson Services: Volume 7 Natural Language Understanding,,,,,,2017,6,27,2017_06_198